"","V7221","V7215","V8527","V7202","V8512","V8526","V7206","V8509","V8530"
"660",0,0,0,1,1,1,0,0,1
"661",0,1,0,1,0,0,1,0,1
"662",0,0,1,0,1,1,1,0,1
"663",0,1,0,0,1,1,1,1,1
"664",1,0,1,1,0,1,1,0,0
"665",1,0,0,0,0,1,1,0,1
"666",0,1,1,1,1,0,0,0,0
"667",1,0,1,1,1,1,1,0,1
"668",1,0,1,0,1,1,1,0,1
"669",0,1,0,0,0,0,1,0,0
"670",0,1,0,1,0,0,0,0,0
"671",0,0,0,1,1,1,0,0,1
"672",0,0,1,0,0,1,1,0,1
"673",1,0,1,1,1,1,1,0,1
"674",0,1,1,0,1,1,1,1,1
"675",1,1,1,0,1,1,1,0,1
"676",1,1,1,1,1,1,1,0,1
"677",0,1,1,0,1,1,0,0,1
"678",1,1,1,0,1,1,0,0,1
"679",1,0,1,0,1,1,1,0,1
"680",0,1,1,0,1,0,1,0,0
"681",1,1,1,0,1,1,1,0,1
"682",0,1,0,0,1,1,0,0,0
"683",1,1,1,0,1,0,0,0,0
"684",1,1,1,0,1,1,0,0,1
"685",1,1,0,0,1,1,1,0,1
"686",0,1,1,1,1,1,1,0,1
"687",0,0,0,1,1,0,1,0,1
"688",1,0,0,1,0,0,0,0,1
"689",0,1,1,1,1,1,1,0,1
"690",0,0,0,1,0,0,0,0,1
"691",1,0,0,1,1,1,1,0,1
"692",1,1,1,1,0,0,1,0,0
"693",0,1,0,0,1,1,1,0,1
"694",1,0,0,1,1,1,1,0,1
"695",1,0,1,0,0,0,0,0,1
"696",1,1,1,1,1,1,1,0,1
"697",0,1,1,0,1,1,0,0,1
"698",0,0,1,1,1,0,1,0,0
"699",1,1,1,0,1,1,1,0,1
"700",0,0,0,0,0,1,1,0,1
"701",0,1,0,0,0,1,1,0,1
"702",0,1,0,1,0,0,1,1,0
"703",1,1,1,1,1,0,1,0,1
"704",0,0,0,0,1,1,0,1,0
"705",0,0,0,0,1,1,1,0,1
"706",0,1,1,0,0,1,1,1,0
"707",1,0,1,1,0,0,1,1,0
"708",1,1,0,1,1,0,1,0,1
"709",1,1,1,1,0,1,1,1,1
"710",0,1,0,0,1,0,1,0,1
"711",1,1,1,1,1,1,1,0,1
"712",1,1,1,1,0,0,1,1,0
"713",0,1,1,0,1,1,1,0,1
"714",0,0,0,0,0,0,1,0,1
"715",0,0,1,1,1,1,1,0,1
"716",0,0,0,0,1,0,0,1,1
"717",1,1,0,0,1,1,0,1,1
"718",1,1,1,0,1,1,1,0,1
"719",0,1,0,1,0,0,1,0,0
"720",1,0,1,1,1,1,1,0,0
"721",0,0,1,0,0,0,0,0,0
"722",1,1,1,1,1,1,1,0,0
"723",0,0,0,1,0,0,1,0,0
"724",1,0,0,0,0,1,0,0,1
"725",0,1,1,1,1,1,1,0,1
"726",0,1,1,1,0,1,1,0,1
"727",0,0,1,1,1,1,1,0,1
"728",1,1,1,0,0,0,1,0,0
"729",1,0,1,1,0,1,1,0,1
"730",1,1,1,1,0,1,1,0,0
"731",0,1,1,1,1,1,1,1,0
"732",0,0,0,1,0,0,1,1,0
"733",0,0,0,1,1,0,0,0,0
"734",0,1,1,0,1,1,1,0,1
"735",1,1,1,1,1,1,1,0,1
"736",0,0,0,0,0,0,0,1,0
"737",1,1,1,0,1,1,1,0,0
"738",0,0,1,0,1,0,1,0,1
"739",1,0,1,0,1,1,1,0,1
"740",0,0,1,1,0,1,1,1,0
"741",1,1,1,0,1,1,1,0,1
"742",1,1,1,1,0,1,1,0,1
"743",0,1,1,1,0,1,0,0,1
"744",0,1,1,0,0,1,1,1,1
"745",1,1,1,0,1,1,1,0,1
"746",0,1,0,0,1,1,1,0,1
"747",0,1,0,1,0,0,1,0,0
"748",1,0,1,0,1,1,1,0,1
"749",1,0,1,0,1,1,0,0,0
"750",1,1,1,0,1,1,0,0,1
"751",1,1,0,1,0,0,1,0,0
"752",1,1,1,1,1,1,1,0,1
"753",0,0,0,1,0,0,0,1,1
"754",0,0,0,0,0,0,1,0,1
"755",0,1,0,0,1,1,0,0,0
"756",1,0,1,1,1,0,1,0,0
"757",0,1,1,0,1,1,1,0,1
"758",0,0,1,0,1,0,1,1,1
"759",1,0,1,0,1,1,1,0,1
"760",1,0,0,1,1,1,1,0,1
"761",1,0,1,0,1,1,1,0,1
"762",1,1,1,0,1,1,1,0,1
"763",1,0,1,1,1,1,1,0,1
"764",0,1,1,0,1,1,1,0,1
"765",1,0,1,0,1,1,1,0,1
"766",1,1,1,1,1,1,1,0,1
"767",1,1,1,1,1,0,1,0,0
"768",0,1,1,0,1,0,1,0,1
"769",0,1,0,1,0,0,0,0,0
"770",1,1,1,1,1,1,1,0,1
"771",1,1,1,1,1,1,1,0,1
"772",1,1,1,1,1,1,0,0,1
"773",1,0,0,0,1,1,1,0,0
"774",1,1,0,0,1,0,1,0,1
"775",0,0,0,0,0,0,1,0,0
"776",1,1,1,1,1,1,1,0,0
"777",1,0,1,1,0,1,1,0,0
"778",1,1,1,0,1,1,1,0,1
"779",1,0,0,1,0,0,1,0,0
"780",1,0,0,0,1,0,1,0,1
"781",0,0,0,0,0,0,1,0,0
"782",1,1,0,0,1,0,1,0,1
"783",0,1,1,1,1,1,1,0,1
"784",1,1,1,1,1,1,1,0,1
"785",1,1,1,1,0,0,1,0,0
"786",0,0,0,0,1,1,1,0,1
"787",1,0,0,1,0,0,1,0,0
"788",1,0,0,0,1,0,1,0,1
"789",1,0,0,0,1,0,0,0,1
"790",0,1,1,1,1,1,1,1,0
"791",0,1,1,1,1,1,1,0,1
"792",1,1,1,0,1,1,1,0,1
"793",0,1,1,0,0,1,0,0,1
"794",0,0,0,0,1,0,1,0,1
"795",0,1,0,1,0,1,0,0,1
"796",1,0,1,1,1,0,1,0,1
"797",1,1,1,0,1,1,1,0,1
"798",1,0,1,1,1,1,1,0,1
"799",1,0,1,1,0,0,1,0,1
"800",1,1,1,1,0,1,0,0,0
"801",1,1,0,0,1,1,1,0,1
"802",1,0,1,1,1,1,1,0,0
"803",0,1,1,1,0,0,1,0,0
"804",1,1,0,1,0,0,0,0,0
"805",0,1,0,0,0,0,0,0,0
"806",1,0,1,0,0,1,1,0,1
"807",1,1,0,0,1,0,1,0,1
"808",1,0,0,1,1,1,1,0,1
"809",1,0,0,0,0,0,0,0,0
"810",1,1,1,1,0,1,0,1,0
"811",1,0,1,1,0,1,1,0,0
"812",1,0,1,0,1,0,1,0,1
"813",1,0,1,1,1,0,0,0,1
"814",1,1,1,0,0,1,1,0,1
"815",1,0,1,0,1,0,1,0,0
"816",0,1,1,0,1,0,1,0,1
"817",0,0,0,0,1,1,1,0,1
"818",1,1,1,1,1,1,1,0,1
"819",1,0,1,0,1,0,0,0,0
"820",0,1,0,0,0,1,1,1,1
"821",1,1,1,1,1,0,0,0,0
"822",0,1,1,0,1,1,1,0,1
"823",0,1,0,1,0,0,0,0,0
"824",1,0,1,1,1,0,1,0,1
"825",0,0,1,0,1,1,1,0,1
"826",1,0,1,1,1,1,1,0,1
"827",1,0,1,0,1,1,0,0,1
"828",1,1,0,0,1,0,1,0,1
"829",1,1,1,1,1,1,1,0,1
"830",0,1,0,0,1,1,1,0,1
"831",1,0,1,0,1,0,0,0,1
"832",1,1,1,1,1,1,1,0,1
"833",1,0,0,0,1,0,0,0,0
"834",1,1,1,1,1,1,0,0,1
"835",1,1,0,0,1,0,1,0,0
"836",0,1,0,1,1,0,1,0,1
"837",1,1,1,0,1,0,0,0,1
"838",1,1,1,0,0,0,1,0,0
"839",1,0,0,0,1,1,1,0,1
"840",1,0,0,1,1,0,1,0,0
"841",0,0,1,0,0,1,1,0,0
"842",1,1,0,1,1,1,1,0,1
"843",1,1,0,1,1,0,1,0,0
"844",0,0,0,1,1,0,1,0,1
"845",0,0,1,1,1,1,1,0,1
"846",0,0,1,0,1,1,0,0,1
"847",1,0,1,1,1,1,1,1,1
"848",0,0,1,0,1,1,1,0,1
"849",0,1,0,1,0,0,1,0,1
"850",1,0,1,1,1,1,1,0,1
"851",0,0,0,0,1,1,1,0,1
"852",1,0,1,1,1,0,0,0,0
"853",1,1,0,1,1,1,1,0,1
"854",0,0,0,0,1,1,1,0,1
"855",1,1,0,1,1,0,0,0,0
"856",1,0,1,1,1,1,1,0,1
"857",0,0,1,0,1,1,1,0,1
"858",1,1,1,0,0,1,1,0,1
"859",1,1,1,1,1,1,1,0,1
"860",1,1,0,0,0,1,1,0,1
"861",0,0,0,0,1,0,1,0,0
"862",1,1,0,1,1,0,1,0,0
"863",0,1,0,1,1,0,1,0,0
"864",1,1,1,1,1,1,1,0,1
"865",0,1,1,0,0,1,1,0,1
"866",1,1,1,1,1,1,1,0,1
"867",0,0,0,0,1,0,1,0,1
"868",0,0,1,1,0,0,1,0,0
"869",1,1,1,0,1,1,1,0,1
"870",0,0,0,1,0,1,1,1,0
"871",1,1,0,0,1,0,1,0,1
"872",0,0,0,0,1,0,1,0,0
"873",1,0,0,1,0,1,1,1,1
"874",0,0,0,1,0,0,1,1,0
"875",0,1,0,1,1,0,1,0,0
"876",1,0,1,1,1,1,1,0,1
"877",1,1,1,0,1,1,0,0,1
"878",0,0,1,0,0,1,1,1,0
"879",1,0,1,1,1,1,1,0,1
"880",0,1,0,0,0,0,1,0,0
"881",1,1,1,0,1,1,1,0,1
"882",0,1,1,1,1,0,1,0,0
"883",1,0,0,1,0,0,1,0,1
"884",1,0,0,0,0,0,0,0,0
"885",0,1,0,0,0,0,1,0,0
"886",1,0,1,0,1,1,1,0,1
"887",0,1,1,1,1,1,1,0,1
"888",0,1,1,1,0,1,1,0,0
"889",1,1,1,0,1,1,1,0,1
"890",0,0,1,0,1,0,0,0,1
"891",0,1,1,0,1,0,0,0,0
"892",1,0,1,0,1,1,1,0,1
"893",0,1,0,0,1,0,1,0,0
"894",1,1,1,0,1,1,1,0,0
"895",1,0,0,1,1,1,1,0,0
"896",0,1,0,0,1,1,0,0,0
"897",0,1,1,0,1,1,1,0,1
"898",0,1,0,0,0,0,0,1,0
"899",0,1,0,0,1,0,1,1,1
"900",0,1,1,1,1,0,1,0,1
"901",1,1,1,0,1,1,1,0,1
"902",1,1,1,0,1,1,1,0,1
"903",0,1,1,0,1,1,1,0,0
"904",1,1,0,1,1,0,1,0,0
"905",1,1,1,0,1,1,1,0,1
"906",1,1,1,0,0,1,1,1,0
"907",1,1,1,1,0,0,0,0,1
"908",0,0,0,1,1,1,0,0,1
"909",1,0,0,0,0,0,1,0,0
"910",1,0,0,1,1,0,1,0,0
"911",0,0,1,1,1,1,1,0,0
"912",0,1,0,0,1,1,1,0,1
"913",0,1,0,0,0,1,0,0,1
"914",1,1,1,0,1,1,1,0,1
"915",0,0,0,0,1,1,0,0,1
"916",1,0,1,1,0,0,1,0,1
"917",1,1,1,1,1,0,1,0,0
"918",0,0,0,1,1,0,1,0,1
"919",1,1,0,0,1,1,1,0,1
"920",0,0,1,0,1,0,1,0,1
"921",0,1,0,1,0,0,1,1,0
"922",0,0,0,1,1,0,1,0,0
"923",0,1,1,0,1,1,1,0,1
"924",1,0,0,1,0,0,1,0,0
"925",1,1,0,0,1,0,0,0,0
"926",1,1,1,1,0,1,1,1,0
"927",1,1,1,0,1,1,1,0,1
"928",0,0,0,1,1,1,1,0,1
"929",0,0,0,1,1,0,1,1,1
"930",0,0,0,0,1,0,0,0,1
"931",1,1,0,0,1,1,1,0,1
"932",1,1,1,1,1,1,0,0,1
"933",0,0,1,1,1,1,1,0,0
"934",1,0,1,1,1,1,1,0,1
"935",1,1,1,1,1,1,1,0,0
"936",0,0,1,1,1,0,0,0,1
"937",0,0,0,0,1,0,1,0,1
"938",1,0,0,0,1,0,1,0,0
"939",0,1,1,0,1,0,0,0,0
"940",1,1,1,1,0,1,1,0,1
"941",1,1,1,0,1,1,1,0,1
"942",0,1,0,1,1,0,1,0,0
"943",1,0,0,1,1,0,1,0,0
"944",0,0,0,0,1,0,1,0,1
"945",0,1,1,1,1,1,1,1,0
"946",1,1,1,0,1,1,1,0,0
"947",1,1,0,0,0,0,1,0,0
"948",0,1,0,0,0,0,1,1,0
"949",0,0,1,0,1,1,0,0,1
"950",1,1,0,0,1,1,0,0,1
"951",0,1,1,0,1,0,1,0,0
"952",0,0,1,0,0,1,1,0,1
"953",1,1,0,0,1,0,1,0,1
"954",1,0,0,1,1,0,1,0,1
"955",0,1,1,1,1,0,1,1,1
"956",1,0,0,1,0,0,1,0,0
"957",1,0,1,1,0,0,1,0,1
"958",1,1,1,0,1,1,1,0,1
"959",1,0,1,0,1,1,1,0,1
"960",1,1,1,1,1,0,1,0,0
"961",1,1,0,1,1,1,1,0,1
"962",0,1,1,0,1,1,1,1,1
"963",1,1,0,0,0,1,0,0,1
"964",0,0,1,1,1,0,1,0,0
"965",0,0,1,0,1,1,1,0,1
"966",0,0,1,0,0,0,0,1,1
"967",0,1,1,1,1,0,0,0,1
"968",1,1,1,0,1,0,0,0,1
"969",0,0,1,0,1,0,1,0,1
"970",1,1,1,0,1,1,1,0,1
"971",1,0,1,1,1,1,1,0,1
"972",0,1,1,0,1,1,1,0,1
"973",0,0,0,0,1,1,0,0,1
"974",0,1,0,0,0,0,0,1,1
"975",1,1,1,0,1,1,1,0,1
"976",0,0,0,0,1,0,1,1,0
"977",1,0,1,0,1,1,1,0,1
"978",1,1,0,1,0,0,1,0,0
"979",0,1,1,0,1,1,1,0,1
"980",1,1,1,0,1,1,1,1,1
"981",1,0,0,1,1,1,0,0,1
"982",1,0,1,0,1,1,1,0,1
"983",1,1,1,1,1,1,1,0,1
"984",1,1,1,0,1,1,1,0,1
"985",1,1,1,0,1,1,1,0,1
"986",1,1,1,0,1,1,1,1,1
"987",0,1,1,1,1,0,1,0,1
"988",1,1,1,1,1,0,1,0,1
"989",1,1,1,1,1,0,0,0,0
"990",1,1,0,1,1,1,1,0,1
"991",1,1,0,0,1,1,1,0,1
"992",0,1,1,0,1,1,1,0,1
"993",0,0,0,1,0,0,1,0,0
"994",0,1,1,0,0,0,1,1,0
"995",1,1,1,1,1,0,1,0,1
"996",0,1,0,0,1,1,1,0,1
"997",0,0,1,1,1,0,0,0,1
"998",0,1,0,1,0,1,1,0,1
"999",0,1,0,0,1,1,1,0,1
"1000",1,0,1,1,1,0,1,0,1
"1001",1,0,1,1,0,0,1,1,0
"1002",0,1,0,1,1,1,1,1,0
"1003",0,0,1,1,1,1,1,1,1
"1004",1,1,1,1,1,1,1,0,1
"1005",0,1,1,0,0,1,0,0,1
"1006",1,0,1,1,1,1,1,0,1
"1007",1,0,1,1,1,0,0,0,0
"1008",1,1,0,0,1,1,1,0,1
"1009",1,1,1,1,1,1,1,0,1
"1010",0,0,1,0,0,1,1,1,1
"1011",0,0,1,0,1,0,1,0,1
"1012",0,1,0,1,1,1,1,0,1
"1013",0,1,0,1,1,0,1,0,1
"1014",0,1,1,0,1,0,1,0,1
"1015",0,0,0,0,1,0,1,0,1
"1016",0,0,1,0,1,0,1,0,0
"1017",0,0,1,0,1,0,1,0,1
"1018",1,1,1,1,1,0,1,0,1
"1019",1,1,0,1,0,1,1,0,0
"1020",0,0,1,1,0,1,1,1,1
"1021",1,1,0,1,1,1,1,1,1
"1022",0,0,1,0,1,0,0,0,0
"1023",0,0,1,0,1,0,0,0,1
"1024",0,1,0,1,1,0,1,0,0
"1025",1,1,1,0,1,1,1,0,1
"1026",1,0,0,0,1,1,0,0,0
"1027",0,1,1,1,1,1,1,0,1
"1028",0,0,1,0,0,1,1,1,1
"1029",0,1,0,1,0,1,1,1,0
"1030",0,1,1,0,1,1,1,1,1
"1031",0,0,0,0,0,0,0,0,0
"1032",1,0,0,1,1,0,1,0,0
"1033",0,0,1,1,1,0,0,0,1
"1034",1,1,0,1,0,0,1,0,1
"1035",0,1,1,0,1,1,0,0,1
"1036",1,0,1,0,0,1,1,0,1
"1037",0,0,0,1,0,0,1,1,1
"1038",1,1,1,1,1,1,1,0,1
"1039",1,0,0,1,1,0,1,0,0
"1040",0,1,1,0,1,0,1,0,1
"1041",1,1,1,0,1,1,1,0,1
"1042",1,0,1,1,1,0,1,0,1
"1043",0,1,1,1,1,0,1,0,1
"1044",1,1,1,0,1,1,1,0,1
"1045",0,1,1,0,0,1,0,0,1
"1046",1,0,1,1,1,1,1,0,0
"1047",1,0,1,0,1,1,1,0,1
"1048",0,0,0,0,1,0,1,0,0
"1049",1,0,1,0,1,1,1,0,0
"1050",0,1,1,0,1,1,1,0,1
"1051",0,1,0,0,1,0,0,1,1
"1052",1,1,1,1,1,1,1,0,1
"1053",1,0,1,1,0,0,1,1,0
"1054",0,1,1,0,1,0,1,0,1
"1055",0,1,0,0,1,0,0,0,1
"1056",0,0,1,1,0,0,1,0,1
"1057",0,1,1,1,1,1,1,1,0
"1058",0,1,1,0,1,0,0,0,1
"1059",0,0,0,0,1,0,1,0,0
"1060",1,1,1,1,1,1,1,0,1
"1061",0,0,1,0,0,0,1,0,0
"1062",0,0,1,1,0,1,0,1,0
"1063",1,1,0,1,1,0,1,0,0
"1064",0,1,1,1,1,0,0,1,1
"1065",0,0,1,1,0,1,0,0,1
"1066",1,1,1,1,1,1,1,0,1
"1067",1,1,1,0,1,1,1,0,1
"1068",1,0,1,1,0,0,1,0,0
"1069",1,0,1,1,1,1,0,0,1
"1070",1,1,1,1,0,1,1,1,1
"1071",1,1,1,0,1,1,1,0,1
"1072",0,1,1,0,1,1,1,0,1
"1073",1,1,1,0,1,1,0,0,1
"1074",0,0,0,0,1,0,1,0,0
"1075",1,0,1,1,1,0,0,0,1
"1076",1,0,1,1,1,1,1,0,1
"1077",0,0,1,1,0,0,1,0,0
"1078",0,1,1,1,1,1,1,0,0
"1079",0,0,0,0,1,0,1,0,0
"1080",1,1,1,1,1,1,1,0,0
"1081",0,0,1,0,1,1,1,0,1
"1082",0,0,1,0,0,1,1,0,1
"1083",1,0,1,1,0,1,0,0,1
"1084",0,0,0,1,0,1,0,1,1
"1085",1,1,1,1,1,1,1,0,0
"1086",0,0,0,0,0,0,0,0,0
"1087",1,1,1,0,1,1,1,1,1
"1088",1,0,1,0,0,1,1,0,0
"1089",0,0,0,1,0,0,0,0,0
"1090",1,1,1,0,1,1,1,0,1
"1091",0,0,0,0,1,0,1,0,1
"1092",1,0,1,0,1,1,1,0,1
"1093",1,1,1,1,0,1,1,0,0
"1094",0,1,0,1,1,1,1,0,1
"1095",1,1,1,1,1,1,1,0,1
"1096",1,1,1,1,1,1,1,0,0
"1097",1,0,0,1,1,1,1,0,1
"1098",0,0,0,0,1,1,0,0,0
"1099",0,0,1,1,0,0,1,1,0
"1100",1,1,1,0,1,1,1,0,1
"1101",1,0,1,0,1,1,1,0,1
"1102",0,0,0,1,1,0,1,0,1
"1103",1,1,1,0,1,1,1,0,1
"1104",1,0,1,1,1,0,1,0,1
"1105",1,1,1,1,1,0,1,0,1
"1106",1,0,0,1,0,0,1,1,0
"1107",0,0,1,0,0,0,1,0,0
"1108",1,1,1,1,0,1,1,0,1
"1109",1,0,1,1,1,1,0,0,1
"1110",1,0,1,0,1,1,1,1,1
"1111",1,0,0,0,1,0,1,0,1
"1112",1,1,1,0,1,1,1,0,1
"1113",1,1,0,0,1,0,1,0,1
"1114",1,0,1,0,1,0,1,0,0
"1115",1,0,1,0,1,0,1,0,1
"1116",1,0,0,1,0,1,1,0,1
"1117",1,0,1,0,1,1,1,0,1
"1118",1,1,0,1,0,0,1,0,1
"1119",0,1,1,0,1,1,1,0,0
"1120",0,0,0,1,1,0,1,0,1
"1121",0,1,1,0,1,0,0,0,1
"1122",0,0,0,1,0,1,0,1,0
"1123",1,1,0,0,1,1,1,0,1
"1124",1,1,1,1,1,0,1,0,1
"1125",1,1,1,0,0,1,1,0,1
"1126",1,1,0,1,1,0,1,0,1
"1127",1,1,1,1,1,1,1,0,1
"1128",0,0,0,0,1,0,1,0,1
"1129",1,1,1,1,1,1,1,0,1
"1130",0,0,1,0,1,0,0,0,0
"1131",0,1,1,0,0,0,1,0,1
"1132",0,1,1,0,1,1,1,0,0
"1133",0,1,0,1,1,1,0,0,1
"1134",0,1,1,0,1,1,1,0,1
"1135",0,0,0,0,1,0,1,0,1
"1136",1,0,1,1,1,0,1,0,1
"1137",1,1,1,1,1,0,1,0,0
"1138",0,0,0,1,1,0,0,0,0
"1139",0,1,1,0,1,1,1,0,1
"1140",0,1,1,0,1,1,1,0,1
"1141",1,1,1,1,1,1,1,0,1
"1142",1,0,0,1,1,1,0,0,1
"1143",1,1,1,1,1,1,1,0,1
"1144",1,0,1,0,1,1,1,0,0
"1145",1,0,1,1,1,0,1,0,1
"1146",0,1,0,0,1,0,1,0,1
"1147",1,0,1,1,1,1,1,0,1
"1148",1,1,1,0,1,1,1,0,1
"1149",1,0,1,0,1,1,0,0,1
"1150",0,1,0,0,1,0,1,0,0
"1151",1,0,1,1,1,1,1,0,1
"1152",0,0,1,0,0,1,1,0,1
"1153",1,0,0,0,1,1,1,0,0
"1154",1,0,1,1,0,1,0,1,1
"1155",0,0,0,1,1,0,0,1,1
"1156",0,0,0,0,0,0,1,1,0
"1157",1,1,0,1,1,1,1,0,1
"1158",1,0,1,1,1,0,0,0,0
"1159",0,1,1,1,1,0,1,0,1
"1160",0,1,0,0,0,1,1,0,0
"1161",0,1,0,0,1,1,0,0,1
"1162",1,0,1,1,1,0,0,0,0
"1163",0,0,0,0,1,0,0,0,0
"1164",1,1,1,0,1,1,1,0,1
"1165",0,0,1,1,0,0,1,1,0
"1166",1,0,1,1,1,1,1,0,1
"1167",1,0,0,1,1,0,1,0,1
"1168",0,1,0,0,0,0,1,1,0
"1169",0,1,1,0,1,1,1,0,1
"1170",0,1,1,1,0,1,1,0,0
"1171",0,1,1,1,0,0,1,0,0
"1172",1,1,1,0,1,1,1,0,1
"1173",1,1,1,0,1,1,0,0,1
"1174",1,1,1,1,1,1,1,0,1
"1175",0,0,1,0,1,1,0,0,1
"1176",1,1,1,0,1,1,1,0,1
"1177",0,0,0,1,1,0,1,0,1
"1178",1,0,0,0,1,1,1,0,1
"1179",0,0,0,1,1,0,1,0,1
"1180",1,0,1,0,1,1,1,0,1
"1181",1,0,1,0,1,1,1,0,1
"1182",1,0,1,1,1,0,1,0,1
"1183",1,0,0,1,0,0,1,1,1
"1184",0,0,0,1,1,1,0,0,1
"1185",1,1,1,1,1,1,1,0,1
"1186",1,0,1,1,1,0,1,0,1
"1187",1,1,1,0,1,1,1,0,1
"1188",1,1,1,1,1,1,1,0,1
"1189",1,1,0,0,0,1,0,0,1
"1190",0,0,0,1,1,1,0,0,1
"1191",1,1,1,0,1,1,0,0,1
"1192",1,1,1,1,1,1,1,0,1
"1193",0,1,0,1,1,0,0,1,0
"1194",1,1,1,1,1,1,1,0,0
"1195",0,1,1,1,1,1,1,0,1
"1196",0,0,1,1,1,0,1,0,0
"1197",1,0,0,1,0,1,1,0,1
"1198",1,1,1,1,0,0,1,1,0
"1199",0,1,0,1,1,1,0,0,1
"1200",1,0,1,0,1,1,0,0,1
"1201",1,1,1,1,0,0,0,1,0
"1202",1,0,0,1,1,0,1,0,0
"1203",0,0,1,0,0,1,0,0,1
"1204",0,1,1,0,1,1,1,0,1
"1205",0,1,1,1,1,1,1,0,1
"1206",0,1,1,0,1,1,1,0,1
"1207",1,1,1,0,1,1,1,0,1
"1208",0,0,0,1,0,0,1,1,0
"1209",1,1,0,1,1,1,1,0,1
"1210",0,0,0,1,1,0,1,0,0
"1211",1,0,1,0,1,0,1,0,0
"1212",0,1,1,0,1,1,1,0,1
"1213",1,1,0,1,0,1,1,0,1
"1214",0,0,0,0,1,0,1,0,0
"1215",1,0,1,0,1,1,1,0,1
"1216",1,0,1,0,1,1,1,0,1
"1217",0,0,1,0,0,1,1,0,1
"1218",1,1,1,0,1,0,1,0,1
"1219",0,0,0,0,0,0,1,1,0
"1220",1,1,1,1,1,0,1,0,1
"1221",1,1,1,0,0,1,1,0,1
"1222",1,1,0,1,1,1,1,1,0
"1223",0,1,1,1,1,0,1,0,1
"1224",0,1,0,0,0,0,0,1,0
"1225",1,0,1,1,1,1,1,0,1
"1226",1,0,0,1,1,0,1,0,1
"1227",0,0,0,1,1,1,1,0,1
"1228",0,1,1,0,1,1,1,1,1
"1229",1,0,1,1,0,0,1,0,0
"1230",0,1,1,0,1,1,0,0,1
"1231",1,1,1,1,1,1,1,0,1
"1232",1,1,1,1,1,0,0,0,1
"1233",1,1,0,1,0,0,1,0,0
"1234",1,0,1,0,1,0,1,0,1
"1235",0,1,0,0,0,0,1,1,1
"1236",0,1,1,1,1,0,1,0,1
"1237",1,0,0,1,1,1,0,0,1
"1238",1,1,1,1,1,1,1,0,1
"1239",0,1,1,1,1,0,1,0,0
"1240",0,0,0,1,0,0,0,0,0
"1241",1,1,1,0,1,1,0,0,1
"1242",1,0,1,0,0,1,1,1,1
"1243",1,1,1,1,0,1,1,0,0
"1244",1,1,0,0,1,1,1,0,1
"1245",1,0,0,1,1,1,1,0,0
"1246",1,1,1,1,1,0,1,0,0
"1247",1,0,1,0,1,0,1,0,0
"1248",1,0,1,1,1,1,1,0,1
"1249",0,1,0,1,1,0,1,0,1
"1250",0,1,1,0,1,1,1,1,1
"1251",1,1,1,1,0,1,1,0,0
"1252",0,0,0,1,1,1,1,1,0
"1253",0,0,1,1,1,1,1,0,1
"1254",1,1,1,1,1,1,1,0,1
"1255",1,0,1,0,1,1,1,0,0
"1256",1,0,1,1,1,1,1,0,1
"1257",1,0,0,1,1,0,1,0,1
"1258",1,0,0,1,0,0,0,0,1
"1259",1,0,0,0,1,1,1,0,1
"1260",1,1,1,0,1,1,1,0,1
"1261",1,0,1,0,1,1,1,0,0
"1262",1,1,1,1,0,0,1,0,1
"1263",1,1,1,1,0,1,1,0,1
"1264",0,1,1,1,0,1,1,0,1
"1265",1,1,1,0,1,0,1,0,1
"1266",1,1,0,0,1,1,1,0,1
"1267",1,1,1,0,1,1,0,1,1
"1268",1,0,0,1,0,1,1,0,0
"1269",0,0,1,0,0,1,1,0,1
"1270",0,1,1,1,0,0,1,0,0
"1271",1,0,1,1,1,1,1,0,1
"1272",0,1,1,0,0,1,1,1,1
"1273",1,1,0,0,1,1,1,0,1
"1274",1,1,1,0,0,1,1,0,1
"1275",0,0,1,1,1,0,1,0,0
"1276",1,1,1,1,1,1,1,0,1
"1277",1,1,1,1,1,1,1,0,1
"1278",1,1,1,0,1,1,1,0,1
"1279",0,0,1,1,1,0,1,0,1
"1280",1,1,1,0,1,1,1,0,1
"1281",0,0,1,0,1,1,1,0,0
"1282",1,0,1,0,1,1,1,0,1
"1283",0,0,1,0,0,0,1,1,1
"1284",0,1,1,0,1,0,1,0,1
"1285",1,1,0,1,1,1,1,0,1
"1286",0,1,0,1,1,1,1,0,0
"1287",0,1,1,1,0,0,1,0,0
"1288",0,1,1,1,1,1,1,0,1
"1289",1,1,1,0,1,1,0,0,1
"1290",1,1,1,1,1,1,1,0,0
"1291",0,0,1,1,0,1,1,1,1
"1292",1,0,1,1,0,1,0,0,0
"1293",1,1,1,1,1,1,1,0,1
"1294",1,1,1,1,1,1,1,0,1
"1295",1,0,1,1,0,0,1,0,1
"1296",1,1,1,0,1,1,1,0,0
"1297",1,0,1,1,1,1,1,0,1
"1298",1,0,1,1,1,1,0,0,1
"1299",1,1,1,1,0,1,1,0,1
"1300",1,0,1,1,1,0,1,0,1
"1301",1,1,0,0,0,1,1,0,1
"1302",0,1,1,1,0,0,0,1,0
"1303",0,0,1,0,1,1,1,0,1
"1304",1,0,1,1,1,1,1,0,1
"1305",1,1,1,0,1,1,1,0,1
"1306",1,1,0,1,1,1,1,0,1
"1307",1,0,0,0,1,0,1,0,1
"1308",0,1,1,1,1,1,1,0,0
"1309",1,1,1,1,1,1,1,0,1
